id,ad_season,zipcode,lat,long,suggested_buy_price,suggested_sell_price,profit
3348401095,spring,98178,47.4958,-122.265,203700.0,232217.99999999997,28517.99999999997
2172000846,spring,98178,47.4918,-122.258,240560.0,274238.39999999997,33678.399999999965
4440400125,spring,98178,47.5035,-122.258,221160.0,252122.39999999997,30962.399999999965
9368700270,spring,98178,47.503,-122.262,133763.0,152489.81999999998,18726.819999999978
3352402272,spring,98178,47.4975,-122.261,223100.0,254333.99999999997,31233.99999999997
7689600360,spring,98178,47.4903,-122.245,208550.0,237746.99999999997,29196.99999999997
3352400905,spring,98178,47.5015,-122.262,237650.0,270921.0,33271.0
1180003175,spring,98178,47.4972,-122.224,223051.5,254278.71,31227.209999999992
2976800145,spring,98178,47.5048,-122.251,252200.0,287508.0,35308.0
179001046,spring,98178,47.4933,-122.275,222130.0,253228.19999999998,31098.199999999983
2172000894,spring,98178,47.4902,-122.256,218250.0,248804.99999999997,30554.99999999997
1180005220,spring,98178,47.495,-122.227,218250.0,248804.99999999997,30554.99999999997
2172000285,spring,98178,47.486,-122.264,246865.0,281426.1,34561.09999999998
7812801700,spring,98178,47.4951,-122.248,220190.0,251016.59999999998,30826.599999999977
4060000290,spring,98178,47.5002,-122.247,245410.0,279767.39999999997,34357.399999999965
3347401315,spring,98178,47.4968,-122.277,213400.0,243275.99999999997,29875.99999999997
1423049019,spring,98178,47.4852,-122.251,87300.0,99521.99999999999,12221.999999999985
2988800011,spring,98178,47.4816,-122.233,236680.0,269815.19999999995,33135.19999999995
3878900464,spring,98178,47.5071,-122.249,222615.0,253781.09999999998,31166.099999999977
1123049232,spring,98178,47.4914,-122.253,270630.0,308518.19999999995,37888.19999999995
6381500700,fall,98125,47.7315,-122.305,350400.0,392448.00000000006,42048.00000000006
6414100111,fall,98125,47.72,-122.32,350400.0,392448.00000000006,42048.00000000006
8901000445,fall,98125,47.7109,-122.311,374400.0,419328.00000000006,44928.00000000006
8820902540,fall,98125,47.7152,-122.282,408000.0,456960.00000000006,48960.00000000006
7663700261,fall,98125,47.7326,-122.291,379200.0,424704.00000000006,45504.00000000006
5101407305,fall,98125,47.7033,-122.308,306240.0,342988.80000000005,36748.80000000005
7663700759,fall,98125,47.7312,-122.298,353280.0,395673.60000000003,42393.600000000035
1787600094,fall,98125,47.724,-122.323,273600.0,306432.00000000006,32832.00000000006
2926049408,fall,98125,47.7058,-122.315,384000.0,430080.00000000006,46080.00000000006
6412600005,fall,98125,47.7197,-122.328,360000.0,403200.00000000006,43200.00000000006
9324800180,fall,98125,47.7307,-122.29,387120.0,433574.4,46454.40000000002
2126049096,fall,98125,47.7246,-122.3,383040.0,429004.80000000005,45964.80000000005
5272200040,fall,98125,47.7142,-122.319,360000.0,403200.00000000006,43200.00000000006
1453602284,fall,98125,47.7224,-122.291,284160.0,318259.2,34099.20000000001
2026049097,fall,98125,47.7262,-122.316,414480.0,464217.60000000003,49737.600000000035
6632300230,fall,98125,47.7329,-122.308,362400.0,405888.00000000006,43488.00000000006
2126049154,fall,98125,47.7261,-122.306,417600.0,467712.00000000006,50112.00000000006
3834000400,fall,98125,47.7293,-122.29,398400.0,446208.00000000006,47808.00000000006
1454100260,fall,98125,47.7195,-122.288,342720.0,383846.4,41126.40000000002
4426600125,fall,98125,47.7222,-122.305,267840.0,299980.80000000005,32140.800000000047
7715600070,fall,98125,47.7183,-122.306,369600.0,413952.00000000006,44352.00000000006
2568800160,fall,98125,47.7037,-122.293,415680.0,465561.60000000003,49881.600000000035
5272200045,fall,98125,47.7144,-122.319,362880.0,406425.60000000003,43545.600000000035
6632300477,fall,98125,47.7287,-122.311,311952.0,349386.24000000005,37434.24000000005
6381500720,fall,98125,47.7309,-122.305,379200.0,424704.00000000006,45504.00000000006
8820903370,fall,98125,47.7145,-122.285,334080.0,374169.60000000003,40089.600000000035
6381500450,fall,98125,47.7307,-122.302,365712.0,409597.44000000006,43885.44000000006
8820903560,fall,98125,47.7139,-122.288,364800.0,408576.00000000006,43776.00000000006
2826049091,fall,98125,47.7159,-122.305,249552.0,279498.24000000005,29946.24000000005
751000080,fall,98125,47.7092,-122.291,408960.0,458035.20000000007,49075.20000000007
5101407350,fall,98125,47.7034,-122.307,383040.0,429004.80000000005,45964.80000000005
2826049108,fall,98125,47.7171,-122.307,339360.0,380083.2,40723.20000000001
751000190,fall,98125,47.7107,-122.291,340800.0,381696.00000000006,40896.00000000006
1453602313,fall,98125,47.7222,-122.29,285120.0,319334.4,34214.40000000002
2926049237,fall,98125,47.7191,-122.315,400800.0,448896.00000000006,48096.00000000006
820000018,fall,98125,47.7185,-122.313,372000.0,416640.00000000006,44640.00000000006
7663700401,fall,98125,47.7321,-122.296,219840.0,246220.80000000002,26380.800000000017
9324800025,fall,98125,47.7329,-122.291,312480.0,349977.60000000003,37497.600000000035
4077800258,fall,98125,47.7098,-122.283,384000.0,430080.00000000006,46080.00000000006
5101406522,fall,98125,47.7021,-122.32,403200.0,451584.00000000006,48384.00000000006
1453602310,fall,98125,47.7222,-122.29,290880.0,325785.60000000003,34905.600000000035
5101408735,fall,98125,47.7037,-122.32,240000.0,268800.0,28800.0
8822900115,fall,98125,47.7175,-122.292,293760.0,329011.2,35251.20000000001
2926049564,fall,98125,47.711,-122.32,345600.0,387072.00000000006,41472.00000000006
6411600411,fall,98125,47.7143,-122.325,246720.0,276326.4,29606.400000000023
3821700038,fall,98125,47.7282,-122.296,292800.0,327936.00000000006,35136.00000000006
1453601038,fall,98125,47.7209,-122.291,280320.0,313958.4,33638.40000000002
1133000671,spring,98125,47.7264,-122.31,302400.0,338688.00000000006,36288.00000000006
6798100662,spring,98125,47.7145,-122.311,299520.0,335462.4,35942.40000000002
5144000036,spring,98125,47.7071,-122.301,345600.0,387072.00000000006,41472.00000000006
751000060,spring,98125,47.7098,-122.291,338880.0,379545.60000000003,40665.600000000035
6381500505,spring,98125,47.7323,-122.304,384000.0,430080.00000000006,46080.00000000006
4427100105,spring,98125,47.7272,-122.311,382080.0,427929.60000000003,45849.600000000035
6161000015,spring,98125,47.7127,-122.325,335952.0,376266.24000000005,40314.24000000005
2026049125,spring,98125,47.7263,-122.314,297600.0,333312.00000000006,35712.00000000006
1787600252,spring,98125,47.7259,-122.328,270720.0,303206.4,32486.400000000023
2926049449,spring,98125,47.7174,-122.317,369024.0,413306.88000000006,44282.88000000006
3226049184,spring,98125,47.7028,-122.321,312000.0,349440.00000000006,37440.00000000006
6414100721,spring,98125,47.7223,-122.321,391200.0,438144.00000000006,46944.00000000006
7663700551,spring,98125,47.7333,-122.302,322560.0,361267.2,38707.20000000001
6381500635,spring,98125,47.731,-122.303,328320.0,367718.4,39398.40000000002
6632300161,spring,98125,47.7304,-122.308,405120.0,453734.4,48614.40000000002
1133000050,spring,98125,47.7201,-122.308,347520.0,389222.4,41702.40000000002
4427100025,spring,98125,47.7276,-122.312,259200.0,290304.0,31104.0
8820901415,spring,98125,47.7157,-122.284,384000.0,430080.00000000006,46080.00000000006
3448000410,spring,98125,47.7173,-122.299,340704.96,381589.55520000006,40884.59520000004
2744600040,spring,98125,47.7331,-122.299,316800.0,354816.00000000006,38016.00000000006
4077800518,spring,98125,47.71,-122.286,356160.0,398899.2,42739.20000000001
6381500035,spring,98125,47.7327,-122.306,369600.0,413952.00000000006,44352.00000000006
6632300040,spring,98125,47.73,-122.31,313920.0,351590.4,37670.40000000002
6413100311,spring,98125,47.7143,-122.32,374400.0,419328.00000000006,44928.00000000006
2126049083,spring,98125,47.7238,-122.302,311520.0,348902.4,37382.40000000002
7663700783,spring,98125,47.7303,-122.298,354720.0,397286.4,42566.40000000002
1133000036,spring,98125,47.7211,-122.308,393600.0,440832.00000000006,47232.00000000006
6413600192,spring,98125,47.7178,-122.318,312000.0,349440.00000000006,37440.00000000006
3226049045,spring,98125,47.703,-122.321,336000.0,376320.00000000006,40320.00000000006
3448002267,spring,98125,47.7134,-122.292,369600.0,413952.00000000006,44352.00000000006
2832100270,spring,98125,47.7297,-122.326,294612.48,329965.9776,35353.4976
6414100133,spring,98125,47.7207,-122.32,323520.0,362342.4,38822.40000000002
4375700065,spring,98125,47.7128,-122.306,302664.0,338983.68000000005,36319.68000000005
2026049183,spring,98125,47.7265,-122.314,311952.0,349386.24000000005,37434.24000000005
2026049124,spring,98125,47.7265,-122.315,312000.0,349440.00000000006,37440.00000000006
1453602283,spring,98125,47.7223,-122.29,328320.0,367718.4,39398.40000000002
705000120,spring,98125,47.7263,-122.3,379200.0,424704.00000000006,45504.00000000006
6413600276,spring,98125,47.719,-122.321,340752.0,381642.24000000005,40890.24000000005
4427100145,spring,98125,47.7281,-122.311,407040.0,455884.80000000005,48844.80000000005
8822901024,spring,98125,47.7161,-122.295,297600.0,333312.00000000006,35712.00000000006
2926049376,spring,98125,47.705,-122.313,211200.0,236544.00000000003,25344.00000000003
2044500213,spring,98125,47.7155,-122.315,297600.0,333312.00000000006,35712.00000000006
6414600321,spring,98125,47.7257,-122.329,304320.0,340838.4,36518.40000000002
8632100010,spring,98125,47.7294,-122.329,350400.0,392448.00000000006,42048.00000000006
1454100122,spring,98125,47.7216,-122.289,388800.0,435456.00000000006,46656.00000000006
1787600190,spring,98125,47.7235,-122.326,338880.0,379545.60000000003,40665.600000000035
9421500130,spring,98125,47.7255,-122.297,362880.0,406425.60000000003,43545.600000000035
1453600182,spring,98125,47.7257,-122.296,273600.0,306432.00000000006,32832.00000000006
6413600290,spring,98125,47.7192,-122.32,242400.0,271488.0,29088.0
3448001975,spring,98125,47.7127,-122.296,336960.0,377395.2,40435.20000000001
6798100661,spring,98125,47.7145,-122.311,326400.0,365568.00000000006,39168.00000000006
3448000755,spring,98125,47.7144,-122.293,383952.0,430026.24000000005,46074.24000000005
7663700973,spring,98125,47.7306,-122.291,308160.0,345139.2,36979.20000000001
6632300212,spring,98125,47.7338,-122.309,352080.0,394329.60000000003,42249.600000000035
2325300060,spring,98125,47.7185,-122.317,330240.0,369868.80000000005,39628.80000000005
3753000030,spring,98125,47.7175,-122.284,383952.0,430026.24000000005,46074.24000000005
3448001412,spring,98125,47.7123,-122.301,283200.0,317184.00000000006,33984.00000000006
2926049582,spring,98125,47.7117,-122.326,254400.0,284928.0,30528.0
8822900122,spring,98125,47.7177,-122.292,312000.0,349440.00000000006,37440.00000000006
3753000010,spring,98125,47.7175,-122.284,400560.0,448627.20000000007,48067.20000000007
3992700335,summer,98125,47.7135,-122.287,367200.0,411264.00000000006,44064.00000000006
6370000070,summer,98125,47.7055,-122.3,344640.0,385996.80000000005,41356.80000000005
8902500118,summer,98125,47.7114,-122.301,312960.0,350515.2,37555.20000000001
2126049032,summer,98125,47.7231,-122.301,360000.0,403200.00000000006,43200.00000000006
6632300478,summer,98125,47.7287,-122.31,384000.0,430080.00000000006,46080.00000000006
2239800070,summer,98125,47.7137,-122.322,400320.0,448358.4,48038.40000000002
3992700036,summer,98125,47.7122,-122.29,398400.0,446208.00000000006,47808.00000000006
3834000805,summer,98125,47.7281,-122.289,336000.0,376320.00000000006,40320.00000000006
6381501636,summer,98125,47.727,-122.3,307200.0,344064.00000000006,36864.00000000006
7663700792,summer,98125,47.7317,-122.296,218880.0,245145.60000000003,26265.600000000035
6855700115,summer,98125,47.7273,-122.309,342960.0,384115.2,41155.20000000001
1787600164,summer,98125,47.7248,-122.325,297600.0,333312.00000000006,35712.00000000006
3992700265,summer,98125,47.7121,-122.287,369696.0,414059.52,44363.52000000002
1454100056,summer,98125,47.7232,-122.289,340800.0,381696.00000000006,40896.00000000006
6798100652,summer,98125,47.7146,-122.311,304080.0,340569.60000000003,36489.600000000035
8820902905,summer,98125,47.714,-122.283,360000.0,403200.00000000006,43200.00000000006
3992700130,summer,98125,47.7124,-122.289,256320.0,287078.4,30758.400000000023
6855700080,summer,98125,47.7277,-122.308,283152.0,317130.24000000005,33978.24000000005
6381500170,summer,98125,47.7332,-122.305,225600.0,252672.00000000003,27072.00000000003
8820900670,summer,98125,47.7175,-122.288,383952.0,430026.24000000005,46074.24000000005
6413100122,summer,98125,47.7125,-122.32,355152.0,397770.24000000005,42618.24000000005
1454100005,summer,98125,47.7263,-122.289,336000.0,376320.00000000006,40320.00000000006
1454100480,summer,98125,47.7262,-122.285,363360.0,406963.2,43603.20000000001
4427100095,summer,98125,47.7268,-122.311,345600.0,387072.00000000006,41472.00000000006
6381500065,summer,98125,47.7326,-122.307,361440.0,404812.80000000005,43372.80000000005
5101405604,summer,98125,47.7019,-122.311,336000.0,376320.00000000006,40320.00000000006
8822901301,summer,98125,47.7162,-122.293,269760.0,302131.2,32371.20000000001
1787600165,summer,98125,47.7244,-122.326,380640.0,426316.80000000005,45676.80000000005
3822200105,summer,98125,47.7278,-122.297,364800.0,408576.00000000006,43776.00000000006
820000012,summer,98125,47.7186,-122.314,384960.0,431155.20000000007,46195.20000000007
3834000520,summer,98125,47.7289,-122.291,264000.0,295680.0,31680.0
3992700326,summer,98125,47.7134,-122.288,364800.0,408576.00000000006,43776.00000000006
3822200036,summer,98125,47.7252,-122.297,247200.0,276864.0,29664.0
8821900155,summer,98125,47.7156,-122.291,322080.0,360729.60000000003,38649.600000000035
5272200035,summer,98125,47.7142,-122.319,374400.0,419328.00000000006,44928.00000000006
7508700085,summer,98125,47.7239,-122.313,371040.0,415564.80000000005,44524.80000000005
6632300122,summer,98125,47.7317,-122.31,349920.0,391910.4,41990.40000000002
1160000255,summer,98125,47.7077,-122.314,298560.0,334387.2,35827.20000000001
6413600285,summer,98125,47.7192,-122.32,385920.0,432230.4,46310.40000000002
2726049150,summer,98125,47.7074,-122.29,376800.0,422016.00000000006,45216.00000000006
751000020,summer,98125,47.7091,-122.292,278400.0,311808.00000000006,33408.00000000006
8901000491,summer,98125,47.7116,-122.311,374400.0,419328.00000000006,44928.00000000006
4077800593,summer,98125,47.7105,-122.289,340800.0,381696.00000000006,40896.00000000006
2826049160,summer,98125,47.716,-122.307,360000.0,403200.00000000006,43200.00000000006
6381500265,summer,98125,47.7332,-122.304,381120.0,426854.4,45734.40000000002
9421500150,summer,98125,47.7259,-122.297,387360.0,433843.20000000007,46483.20000000007
6413100242,summer,98125,47.7149,-122.322,384000.0,430080.00000000006,46080.00000000006
7663700663,summer,98125,47.7312,-122.3,338880.0,379545.60000000003,40665.600000000035
5667100025,summer,98125,47.72,-122.318,388800.0,435456.00000000006,46656.00000000006
5101407790,summer,98125,47.7047,-122.307,360000.0,403200.00000000006,43200.00000000006
2325300037,summer,98125,47.7183,-122.317,343680.0,384921.60000000003,41241.600000000035
3753000100,summer,98125,47.7176,-122.284,383040.0,429004.80000000005,45964.80000000005
3448000542,summer,98125,47.7167,-122.298,278400.0,311808.00000000006,33408.00000000006
3834000594,summer,98125,47.728,-122.292,306240.0,342988.80000000005,36748.80000000005
2325300093,summer,98125,47.719,-122.317,362880.0,406425.60000000003,43545.600000000035
1455100116,winter,98125,47.7289,-122.283,381600.0,427392.00000000006,45792.00000000006
4427100030,winter,98125,47.7274,-122.312,319200.0,357504.00000000006,38304.00000000006
3226049117,winter,98125,47.7024,-122.322,372000.0,416640.00000000006,44640.00000000006
3448000270,winter,98125,47.7163,-122.299,382560.0,428467.20000000007,45907.20000000007
1160000115,winter,98125,47.707,-122.316,384960.0,431155.20000000007,46195.20000000007
5272200005,winter,98125,47.7149,-122.318,168000.0,188160.00000000003,20160.00000000003
8820900299,winter,98125,47.7183,-122.285,403152.0,451530.24000000005,48378.24000000005
1787600224,winter,98125,47.7255,-122.327,374400.0,419328.00000000006,44928.00000000006
1837000010,winter,98125,47.7164,-122.306,387840.0,434380.80000000005,46540.80000000005
8058500005,winter,98125,47.7069,-122.299,278400.0,311808.00000000006,33408.00000000006
6381502155,winter,98125,47.7276,-122.307,288000.0,322560.00000000006,34560.00000000006
7715600050,winter,98125,47.719,-122.307,369600.0,413952.00000000006,44352.00000000006
9455200596,winter,98125,47.7027,-122.289,343200.0,384384.00000000006,41184.00000000006
6412100092,winter,98125,47.7162,-122.324,348000.0,389760.00000000006,41760.00000000006
3992700775,winter,98125,47.712,-122.281,393600.0,440832.00000000006,47232.00000000006
3834000720,winter,98125,47.7278,-122.289,374400.0,419328.00000000006,44928.00000000006
6414100732,winter,98125,47.7215,-122.323,335040.0,375244.80000000005,40204.80000000005
1560100135,winter,98125,47.7118,-122.314,273600.0,306432.00000000006,32832.00000000006
1453600681,winter,98125,47.7227,-122.296,315360.0,353203.2,37843.20000000001
3834000004,winter,98125,47.7298,-122.286,336000.0,376320.00000000006,40320.00000000006
7663700772,winter,98125,47.7307,-122.297,355200.0,397824.00000000006,42624.00000000006
7663700531,winter,98125,47.7322,-122.3,312000.0,349440.00000000006,37440.00000000006
3834500170,winter,98125,47.7218,-122.299,360000.0,403200.00000000006,43200.00000000006
1787600294,winter,98125,47.7234,-122.328,213120.0,238694.40000000002,25574.400000000023
1453601502,winter,98125,47.7263,-122.291,291549.12,326535.01440000004,34985.89440000005
6414100026,winter,98125,47.7205,-122.323,307200.0,344064.00000000006,36864.00000000006
6381500090,winter,98125,47.7334,-122.307,283200.0,317184.00000000006,33984.00000000006
3822200087,winter,98125,47.7281,-122.299,340800.0,381696.00000000006,40896.00000000006
1133000694,winter,98125,47.7254,-122.31,312000.0,349440.00000000006,37440.00000000006
6381500110,winter,98125,47.7336,-122.306,316800.0,354816.00000000006,38016.00000000006
8822901175,winter,98125,47.7162,-122.294,331200.0,370944.00000000006,39744.00000000006
3448001411,winter,98125,47.7124,-122.301,274560.0,307507.2,32947.20000000001
8902000201,winter,98125,47.7058,-122.302,324960.0,363955.2,38995.20000000001
6632300207,winter,98125,47.7337,-122.309,369600.0,413952.00000000006,44352.00000000006
5631500400,winter,98028,47.7379,-122.233,174600.0,199043.99999999997,24443.99999999997
7297700055,winter,98028,47.7428,-122.244,296820.0,338374.8,41554.79999999999
4140090370,winter,98028,47.7675,-122.261,433105.0,493739.69999999995,60634.69999999995
114101055,winter,98028,47.7688,-122.238,371510.0,423521.39999999997,52011.399999999965
3579700015,winter,98028,47.7346,-122.244,286150.0,326211.0,40061.0
114100314,winter,98028,47.7766,-122.248,276450.0,315153.0,38703.0
4140090420,winter,98028,47.7664,-122.262,420010.0,478811.39999999997,58801.399999999965
3819750170,winter,98028,47.7698,-122.238,402550.0,458906.99999999994,56356.99999999994
293720180,winter,98028,47.7767,-122.239,402550.0,458906.99999999994,56356.99999999994
9406500350,winter,98028,47.753,-122.244,200790.0,228900.59999999998,28110.599999999977
3816300105,winter,98028,47.764,-122.262,421950.0,481022.99999999994,59072.99999999994
5634500891,winter,98028,47.7486,-122.249,310303.0,353745.42,43442.419999999984
253600180,winter,98028,47.776,-122.24,414675.0,472729.49999999994,58054.49999999994
4027700799,winter,98028,47.77,-122.265,353080.0,402511.19999999995,49431.19999999995
7120000210,winter,98028,47.7366,-122.233,266750.0,304095.0,37345.0
3824100364,winter,98028,47.7728,-122.25,407400.0,464435.99999999994,57035.99999999994
3824100020,winter,98028,47.7728,-122.258,324950.0,370442.99999999994,45492.99999999994
4027700795,winter,98028,47.77,-122.264,260251.0,296686.13999999996,36435.139999999956
3649100346,winter,98028,47.7391,-122.241,313278.96,357138.0144,43859.054399999965
6181700250,winter,98028,47.7598,-122.255,339500.0,387029.99999999994,47529.99999999994
