id,date,zipcode,median_price_zipcode_season,asked_price,buy_suggestion,suggested_buy_price
1180003435,2014-12-09,98178,284000.0,275000.0,Yes,266750.0
7192200040,2014-10-01,98178,284000.0,280000.0,Yes,271600.0
2988800065,2014-12-02,98178,284000.0,281000.0,Yes,272570.0
1262700040,2014-10-16,98178,284000.0,363500.0,No,Not suggested
393000385,2014-12-15,98178,284000.0,255000.0,Yes,247350.0
393000142,2014-12-11,98178,284000.0,372000.0,No,Not suggested
2976800749,2014-10-31,98178,284000.0,150000.0,Yes,145500.0
4058801575,2014-12-17,98178,284000.0,415000.0,No,Not suggested
5476800201,2014-10-20,98178,284000.0,295000.0,No,Not suggested
7812801590,2014-10-30,98178,284000.0,219900.0,Yes,213303.0
3352400351,2014-11-21,98178,284000.0,200000.0,Yes,194000.0
7812801850,2014-10-15,98178,284000.0,194000.0,Yes,188180.0
3347400525,2014-12-16,98178,284000.0,147000.0,Yes,142590.0
7657600005,2014-10-31,98178,284000.0,249950.0,Yes,242451.5
8073000491,2014-12-11,98178,284000.0,700000.0,No,Not suggested
1180008370,2014-09-25,98178,284000.0,415000.0,No,Not suggested
4058802335,2014-11-25,98178,284000.0,326000.0,No,Not suggested
7689600630,2014-11-06,98178,284000.0,216500.0,Yes,210005.0
4059400190,2014-10-17,98178,284000.0,225000.0,Yes,218250.0
1123049126,2014-12-03,98178,284000.0,227000.0,Yes,220190.0
3352401476,2014-11-24,98178,284000.0,199988.0,Yes,193988.36
1180005050,2014-12-18,98178,284000.0,463000.0,No,Not suggested
7689600215,2014-10-17,98178,284000.0,202500.0,Yes,196425.0
3352400661,2014-11-10,98178,284000.0,135900.0,Yes,131823.0
9282801030,2014-09-25,98178,284000.0,440000.0,No,Not suggested
1180000830,2014-10-02,98178,284000.0,460000.0,No,Not suggested
2172000890,2014-11-20,98178,284000.0,385000.0,No,Not suggested
179001455,2014-11-07,98178,284000.0,445000.0,No,Not suggested
7813500040,2014-10-15,98178,284000.0,335000.0,No,Not suggested
4140940130,2014-11-21,98178,284000.0,450000.0,No,Not suggested
4140940150,2014-10-02,98178,284000.0,572000.0,No,Not suggested
4060000240,2014-06-23,98178,271000.0,205425.0,Yes,199262.25
4058801670,2014-07-17,98178,271000.0,445000.0,No,Not suggested
3969300030,2014-07-23,98178,271000.0,165000.0,Yes,160050.0
2172000075,2014-06-23,98178,271000.0,290900.0,No,Not suggested
1180003090,2014-09-06,98178,271000.0,190000.0,Yes,184300.0
7812800565,2014-08-14,98178,271000.0,289500.0,No,Not suggested
2171400197,2014-09-18,98178,271000.0,350000.0,No,Not suggested
5476200160,2014-07-25,98178,271000.0,164808.0,Yes,159863.76
7567600045,2014-08-27,98178,271000.0,825000.0,No,Not suggested
7812800310,2014-06-25,98178,271000.0,260000.0,Yes,252200.0
9368700341,2014-08-22,98178,271000.0,285000.0,No,Not suggested
3810000565,2014-07-02,98178,271000.0,255000.0,Yes,247350.0
3810000202,2014-09-05,98178,271000.0,251700.0,Yes,244149.0
4058802105,2014-09-04,98178,271000.0,150000.0,Yes,145500.0
7129300400,2014-08-14,98178,271000.0,400000.0,No,Not suggested
5476200123,2014-07-10,98178,271000.0,200000.0,Yes,194000.0
7813200115,2014-09-04,98178,271000.0,100000.0,Yes,97000.0
7657000165,2014-07-30,98178,271000.0,200000.0,Yes,194000.0
561000300,2014-06-23,98178,271000.0,345100.0,No,Not suggested
3348401584,2014-08-21,98178,271000.0,210000.0,Yes,203700.0
8073000265,2014-09-18,98178,271000.0,360000.0,No,Not suggested
3352402195,2014-07-16,98178,271000.0,169000.0,Yes,163930.0
9282801950,2014-08-18,98178,271000.0,279000.0,No,Not suggested
8068000585,2014-08-27,98178,271000.0,235000.0,Yes,227950.0
623059016,2014-07-17,98178,271000.0,1100000.0,No,Not suggested
4141680190,2014-08-07,98178,271000.0,375000.0,No,Not suggested
1180008315,2014-07-15,98178,271000.0,212000.0,Yes,205640.0
3810000480,2014-09-19,98178,271000.0,350000.0,No,Not suggested
8069000216,2014-07-22,98178,271000.0,356200.0,No,Not suggested
7657000225,2014-07-19,98178,271000.0,205000.0,Yes,198850.0
3810000455,2014-09-08,98178,271000.0,340000.0,No,Not suggested
4058200985,2014-09-11,98178,271000.0,472000.0,No,Not suggested
8068000730,2014-06-25,98178,271000.0,315000.0,No,Not suggested
2144800615,2014-06-25,98178,271000.0,190000.0,Yes,184300.0
7689600650,2014-09-17,98178,271000.0,323500.0,No,Not suggested
3352400325,2014-07-24,98178,271000.0,225000.0,Yes,218250.0
1180007005,2014-06-25,98178,271000.0,265950.0,Yes,257971.5
3878900395,2014-07-28,98178,271000.0,323000.0,No,Not suggested
4058801065,2014-08-08,98178,271000.0,272000.0,No,Not suggested
7812800775,2014-09-10,98178,271000.0,264250.0,Yes,256322.5
2144800117,2014-06-26,98178,271000.0,270000.0,Yes,261900.0
7812801925,2014-06-24,98178,271000.0,230000.0,Yes,223100.0
1180002075,2014-08-25,98178,271000.0,235000.0,Yes,227950.0
2045400075,2014-06-23,98178,271000.0,415000.0,No,Not suggested
6002400030,2014-08-14,98178,271000.0,324950.0,No,Not suggested
4058802255,2014-07-24,98178,271000.0,219950.0,Yes,213351.5
4058800875,2014-06-24,98178,271000.0,343500.0,No,Not suggested
2172000570,2014-06-24,98178,271000.0,317000.0,No,Not suggested
7689600330,2014-08-13,98178,271000.0,207000.0,Yes,200790.0
4058802300,2014-08-20,98178,271000.0,300000.0,No,Not suggested
2172000035,2014-08-21,98178,271000.0,190000.0,Yes,184300.0
3348401490,2014-06-30,98178,271000.0,265000.0,Yes,257050.0
7812800995,2014-09-05,98178,271000.0,200000.0,Yes,194000.0
4059400515,2014-09-09,98178,271000.0,229950.0,Yes,223051.5
3348401622,2014-07-31,98178,271000.0,223000.0,Yes,216310.0
4058200040,2014-09-17,98178,271000.0,361000.0,No,Not suggested
7129300175,2014-07-01,98178,271000.0,406000.0,No,Not suggested
1180005280,2014-07-23,98178,271000.0,239950.0,Yes,232751.5
4058800500,2014-07-10,98178,271000.0,416100.0,No,Not suggested
7961500010,2014-08-06,98178,271000.0,245000.0,Yes,237650.0
8073000585,2014-07-15,98178,271000.0,840500.0,No,Not suggested
4060000020,2014-09-18,98178,271000.0,299980.0,No,Not suggested
4059400585,2014-06-24,98178,271000.0,218000.0,Yes,211460.0
2045800006,2014-09-04,98178,271000.0,439000.0,No,Not suggested
2171400199,2014-09-04,98178,271000.0,277554.0,No,Not suggested
8073000480,2014-07-22,98178,271000.0,869000.0,No,Not suggested
4060000170,2014-08-20,98178,271000.0,255000.0,Yes,247350.0
7129300500,2014-08-12,98178,271000.0,315000.0,No,Not suggested
7812800215,2014-08-08,98178,271000.0,235000.0,Yes,227950.0
7657000210,2014-08-18,98178,271000.0,280000.0,No,Not suggested
7657000540,2014-09-02,98178,271000.0,165000.0,Yes,160050.0
4058800930,2014-07-20,98178,271000.0,385000.0,No,Not suggested
2144800146,2014-08-26,98178,271000.0,257500.0,Yes,249775.0
4058200915,2014-07-21,98178,271000.0,324950.0,No,Not suggested
7878400043,2014-08-05,98178,271000.0,185000.0,Yes,179450.0
4058800439,2014-06-23,98178,271000.0,664950.0,No,Not suggested
6874200960,2015-02-27,98178,265000.0,170000.0,Yes,164900.0
1678400105,2015-02-12,98178,265000.0,339000.0,No,Not suggested
561000075,2014-12-31,98178,265000.0,260000.0,Yes,252200.0
1123049053,2015-02-13,98178,265000.0,360000.0,No,Not suggested
3348401740,2015-01-27,98178,265000.0,188000.0,Yes,182360.0
9368700223,2015-02-02,98178,265000.0,310000.0,No,Not suggested
8069000075,2014-12-29,98178,265000.0,790000.0,No,Not suggested
4058800830,2015-03-18,98178,265000.0,612000.0,No,Not suggested
185000118,2015-02-23,98178,265000.0,212000.0,Yes,205640.0
3352400004,2015-01-29,98178,265000.0,184500.0,Yes,178965.0
393000045,2014-12-26,98178,265000.0,415000.0,No,Not suggested
3800008,2015-02-24,98178,265000.0,178000.0,Yes,172660.0
9282801720,2015-03-19,98178,265000.0,355000.0,No,Not suggested
4060000440,2015-02-04,98178,265000.0,241000.0,Yes,233770.0
3810000020,2015-03-18,98178,265000.0,352000.0,No,Not suggested
4058801702,2015-02-06,98178,265000.0,800000.0,No,Not suggested
4327600010,2015-02-02,98178,265000.0,336000.0,No,Not suggested
4136800205,2015-02-19,98178,265000.0,258000.0,Yes,250260.0
7657600025,2015-02-19,98178,265000.0,289900.0,No,Not suggested
4058801230,2015-03-05,98178,265000.0,256000.0,Yes,248320.0
1123049129,2015-02-24,98178,265000.0,284200.0,No,Not suggested
9282800075,2015-03-17,98178,265000.0,339000.0,No,Not suggested
7812800681,2015-01-02,98178,265000.0,166000.0,Yes,161020.0
3348401382,2015-02-10,98178,265000.0,318000.0,No,Not suggested
7567600030,2015-01-27,98178,265000.0,750000.0,No,Not suggested
3878900681,2015-01-21,98178,265000.0,272000.0,No,Not suggested
393000311,2015-02-25,98178,265000.0,286300.0,No,Not suggested
7812801125,2015-01-12,98178,265000.0,222900.0,Yes,216213.0
7657000085,2015-02-02,98178,265000.0,218000.0,Yes,211460.0
7812800155,2015-03-18,98178,265000.0,170000.0,No,Not suggested
1423049029,2015-03-06,98178,265000.0,265000.0,No,Not suggested
2976800360,2015-02-23,98178,265000.0,335750.0,No,Not suggested
179001101,2015-01-05,98178,265000.0,135000.0,Yes,130950.0
1123049027,2015-03-19,98178,265000.0,157500.0,Yes,152775.0
9218400050,2014-12-27,98178,265000.0,475000.0,No,Not suggested
3878900525,2015-02-13,98178,265000.0,329000.0,No,Not suggested
8068000440,2014-12-26,98178,265000.0,399000.0,No,Not suggested
1180002580,2015-03-19,98178,265000.0,180000.0,No,Not suggested
3151600035,2015-01-07,98178,265000.0,261590.0,Yes,253742.3
7812800855,2015-03-11,98178,265000.0,159100.0,Yes,154327.0
4440400155,2015-01-06,98178,265000.0,190000.0,Yes,184300.0
7812801785,2015-02-18,98178,265000.0,221347.0,Yes,214706.59
3352401037,2015-01-08,98178,265000.0,224000.0,Yes,217280.0
4268200055,2015-05-01,98178,285000.0,245000.0,Yes,237650.0
2171400126,2014-06-05,98178,285000.0,269000.0,Yes,260930.0
2171400218,2015-04-16,98178,285000.0,245000.0,Yes,237650.0
8073000550,2015-04-15,98178,285000.0,1700000.0,No,Not suggested
3810000860,2015-05-06,98178,285000.0,240000.0,Yes,232800.0
2976800550,2015-04-14,98178,285000.0,280005.0,Yes,271604.85
3810000465,2014-05-20,98178,285000.0,243000.0,Yes,235710.0
3352401981,2014-05-21,98178,285000.0,199000.0,Yes,193030.0
2144800215,2014-05-19,98178,285000.0,285000.0,No,Not suggested
2172000750,2014-05-27,98178,285000.0,160000.0,Yes,155200.0
1159100100,2014-06-20,98178,285000.0,359950.0,No,Not suggested
399000025,2015-04-15,98178,285000.0,265000.0,Yes,257050.0
9368700031,2014-05-09,98178,285000.0,195000.0,Yes,189150.0
3348401319,2014-05-12,98178,285000.0,372500.0,No,Not suggested
7878400022,2015-05-06,98178,285000.0,390000.0,No,Not suggested
8067000020,2014-06-11,98178,285000.0,295000.0,No,Not suggested
9368700006,2015-03-24,98178,285000.0,375000.0,No,Not suggested
7130300170,2015-03-26,98178,285000.0,552000.0,No,Not suggested
6706200130,2015-04-15,98178,285000.0,343000.0,No,Not suggested
1823059106,2015-04-28,98178,285000.0,288250.0,No,Not suggested
3352400330,2015-03-27,98178,285000.0,216000.0,Yes,209520.0
7812801115,2014-06-13,98178,285000.0,153000.0,Yes,148410.0
9282800065,2015-03-29,98178,285000.0,203000.0,Yes,196910.0
3348401095,2015-04-27,98178,285000.0,210000.0,Yes,203700.0
3878900815,2015-05-04,98178,285000.0,361000.0,No,Not suggested
2172000846,2014-06-19,98178,285000.0,248000.0,Yes,240560.0
5476800069,2014-05-27,98178,285000.0,292050.0,No,Not suggested
4440400125,2014-05-08,98178,285000.0,228000.0,Yes,221160.0
3878900270,2015-04-29,98178,285000.0,466000.0,No,Not suggested
2976800700,2014-05-22,98178,285000.0,301350.0,No,Not suggested
179000240,2015-03-25,98178,285000.0,290500.0,No,Not suggested
7390400069,2015-03-27,98178,285000.0,450000.0,No,Not suggested
9368700270,2015-04-01,98178,285000.0,137900.0,Yes,133763.0
3352402272,2014-06-11,98178,285000.0,230000.0,Yes,223100.0
4058800135,2015-04-05,98178,285000.0,419000.0,No,Not suggested
182000350,2015-03-25,98178,285000.0,287500.0,No,Not suggested
1180007375,2015-05-12,98178,285000.0,625000.0,No,Not suggested
7689600360,2014-06-13,98178,285000.0,215000.0,Yes,208550.0
4058801325,2014-05-22,98178,285000.0,319950.0,No,Not suggested
3352400905,2014-05-16,98178,285000.0,245000.0,Yes,237650.0
1180003175,2015-04-10,98178,285000.0,229950.0,Yes,223051.5
4058800925,2015-04-28,98178,285000.0,452100.0,No,Not suggested
2976800145,2015-04-06,98178,285000.0,260000.0,Yes,252200.0
179001046,2014-05-08,98178,285000.0,229000.0,Yes,222130.0
2172000894,2015-04-17,98178,285000.0,225000.0,Yes,218250.0
1180005220,2015-05-05,98178,285000.0,225000.0,Yes,218250.0
2172000285,2015-03-23,98178,285000.0,254500.0,Yes,246865.0
3878900225,2014-06-02,98178,285000.0,345000.0,No,Not suggested
1223049150,2015-04-14,98178,285000.0,325000.0,No,Not suggested
723059073,2015-04-16,98178,285000.0,329950.0,No,Not suggested
7812801700,2014-06-10,98178,285000.0,227000.0,Yes,220190.0
4060000290,2014-06-17,98178,285000.0,253000.0,Yes,245410.0
4058801680,2014-05-23,98178,285000.0,300000.0,No,Not suggested
3347401315,2014-06-16,98178,285000.0,220000.0,Yes,213400.0
1180002745,2014-05-21,98178,285000.0,285000.0,No,Not suggested
1423049019,2014-05-23,98178,285000.0,90000.0,Yes,87300.0
4058800215,2014-05-28,98178,285000.0,430000.0,No,Not suggested
3810000843,2015-04-27,98178,285000.0,345000.0,No,Not suggested
7812500180,2015-04-13,98178,285000.0,292000.0,No,Not suggested
1180008355,2014-05-07,98178,285000.0,380000.0,No,Not suggested
4058801780,2015-03-27,98178,285000.0,465000.0,No,Not suggested
9282801450,2015-03-25,98178,285000.0,361000.0,No,Not suggested
1823059223,2014-05-20,98178,285000.0,291000.0,No,Not suggested
2988800011,2015-04-14,98178,285000.0,244000.0,Yes,236680.0
3878900464,2015-05-04,98178,285000.0,229500.0,Yes,222615.0
3379200100,2014-05-23,98178,285000.0,334000.0,No,Not suggested
1123049232,2014-06-06,98178,285000.0,279000.0,Yes,270630.0
6414100192,2014-12-09,98125,436000.0,538000.0,No,Not suggested
8820902200,2014-11-13,98125,436000.0,1199000.0,No,Not suggested
6381500700,2014-11-05,98125,436000.0,365000.0,Yes,350400.0
9455200570,2014-12-17,98125,436000.0,632000.0,No,Not suggested
2568300132,2014-10-08,98125,436000.0,521000.0,No,Not suggested
6414100111,2014-11-05,98125,436000.0,365000.0,Yes,350400.0
8901000445,2014-12-18,98125,436000.0,390000.0,Yes,374400.0
1455600015,2014-12-12,98125,436000.0,760000.0,No,Not suggested
8901001185,2014-10-07,98125,436000.0,505000.0,No,Not suggested
2926049382,2014-12-08,98125,436000.0,650000.0,No,Not suggested
8820902540,2014-11-14,98125,436000.0,425000.0,Yes,408000.0
7663700261,2014-10-08,98125,436000.0,395000.0,Yes,379200.0
8901500178,2014-10-30,98125,436000.0,700000.0,No,Not suggested
8901001335,2014-11-03,98125,436000.0,637000.0,No,Not suggested
6413600123,2014-10-08,98125,436000.0,455000.0,No,Not suggested
8902000407,2014-12-17,98125,436000.0,480000.0,No,Not suggested
1454600266,2014-10-27,98125,436000.0,925000.0,No,Not suggested
7663700654,2014-12-14,98125,436000.0,450000.0,No,Not suggested
1133000100,2014-10-07,98125,436000.0,540000.0,No,Not suggested
5101407305,2014-12-18,98125,436000.0,319000.0,Yes,306240.0
7663700759,2014-12-01,98125,436000.0,368000.0,Yes,353280.0
4077800029,2014-10-27,98125,436000.0,630000.0,No,Not suggested
1787600094,2014-11-06,98125,436000.0,285000.0,Yes,273600.0
2726049071,2014-12-11,98125,436000.0,510000.0,No,Not suggested
2926049408,2014-10-09,98125,436000.0,400000.0,Yes,384000.0
6412600005,2014-10-03,98125,436000.0,375000.0,Yes,360000.0
6868200029,2014-09-29,98125,436000.0,467500.0,No,Not suggested
8901000143,2014-11-25,98125,436000.0,500000.0,No,Not suggested
5101407250,2014-12-17,98125,436000.0,630000.0,No,Not suggested
3992700585,2014-11-20,98125,436000.0,445500.0,No,Not suggested
9324800180,2014-10-16,98125,436000.0,403250.0,Yes,387120.0
2926049221,2014-10-14,98125,436000.0,445800.0,No,Not suggested
9324800450,2014-10-09,98125,436000.0,560000.0,No,Not suggested
2126049096,2014-12-02,98125,436000.0,399000.0,Yes,383040.0
5272200040,2014-11-21,98125,436000.0,375000.0,Yes,360000.0
1453602284,2014-11-03,98125,436000.0,296000.0,Yes,284160.0
2026049097,2014-11-25,98125,436000.0,431750.0,Yes,414480.0
9455200790,2014-12-09,98125,436000.0,445000.0,No,Not suggested
6632300230,2014-10-06,98125,436000.0,377500.0,Yes,362400.0
9324800455,2014-10-23,98125,436000.0,436000.0,No,Not suggested
7352200025,2014-10-13,98125,436000.0,1190000.0,No,Not suggested
2126049154,2014-12-17,98125,436000.0,435000.0,Yes,417600.0
5101406384,2014-10-20,98125,436000.0,574500.0,No,Not suggested
3834000400,2014-11-19,98125,436000.0,415000.0,Yes,398400.0
1454100260,2014-11-17,98125,436000.0,357000.0,Yes,342720.0
8901001090,2014-11-17,98125,436000.0,525000.0,No,Not suggested
4426600125,2014-11-18,98125,436000.0,279000.0,Yes,267840.0
6868200060,2014-12-11,98125,436000.0,565000.0,No,Not suggested
2126049277,2014-12-03,98125,436000.0,500000.0,No,Not suggested
4073200575,2014-12-01,98125,436000.0,460000.0,No,Not suggested
7715600070,2014-12-12,98125,436000.0,385000.0,Yes,369600.0
2568800160,2014-10-15,98125,436000.0,433000.0,Yes,415680.0
2044500152,2014-11-17,98125,436000.0,455000.0,No,Not suggested
3992700070,2014-11-24,98125,436000.0,450000.0,No,Not suggested
5272200045,2014-11-13,98125,436000.0,378000.0,Yes,362880.0
5418200340,2014-10-13,98125,436000.0,650000.0,No,Not suggested
3935900232,2014-09-29,98125,436000.0,207000.0,No,Not suggested
1454600256,2014-10-13,98125,436000.0,710000.0,No,Not suggested
9455200329,2014-11-04,98125,436000.0,495000.0,No,Not suggested
6632300477,2014-10-06,98125,436000.0,324950.0,Yes,311952.0
6381500720,2014-11-17,98125,436000.0,395000.0,Yes,379200.0
8820903370,2014-11-17,98125,436000.0,348000.0,Yes,334080.0
3448000344,2014-11-12,98125,436000.0,599950.0,No,Not suggested
6381500450,2014-11-04,98125,436000.0,380950.0,Yes,365712.0
2826049098,2014-12-04,98125,436000.0,622100.0,No,Not suggested
2726049034,2014-11-10,98125,436000.0,2000000.0,No,Not suggested
5101408678,2014-11-20,98125,436000.0,457000.0,No,Not suggested
8820903560,2014-12-16,98125,436000.0,380000.0,Yes,364800.0
2826049091,2014-09-29,98125,436000.0,259950.0,Yes,249552.0
751000080,2014-11-17,98125,436000.0,426000.0,Yes,408960.0
7351200050,2014-12-18,98125,436000.0,1335000.0,No,Not suggested
2126049265,2014-10-21,98125,436000.0,495000.0,No,Not suggested
5101407350,2014-09-25,98125,436000.0,399000.0,Yes,383040.0
6414100231,2014-10-15,98125,436000.0,440000.0,No,Not suggested
2826049108,2014-10-28,98125,436000.0,353500.0,Yes,339360.0
751000190,2014-10-02,98125,436000.0,355000.0,Yes,340800.0
1453602313,2014-10-29,98125,436000.0,297000.0,Yes,285120.0
8902000050,2014-10-27,98125,436000.0,622200.0,No,Not suggested
2926049237,2014-10-06,98125,436000.0,417500.0,Yes,400800.0
5101406536,2014-10-28,98125,436000.0,450000.0,No,Not suggested
8820902549,2014-11-19,98125,436000.0,718000.0,No,Not suggested
1455600062,2014-10-21,98125,436000.0,689000.0,No,Not suggested
820000018,2014-10-14,98125,436000.0,387500.0,Yes,372000.0
8820902350,2014-12-03,98125,436000.0,810000.0,No,Not suggested
7663700401,2014-12-20,98125,436000.0,229000.0,Yes,219840.0
9324800025,2014-11-25,98125,436000.0,325500.0,Yes,312480.0
4077800258,2014-10-09,98125,436000.0,400000.0,Yes,384000.0
5101406522,2014-10-01,98125,436000.0,420000.0,Yes,403200.0
4077800474,2014-11-24,98125,436000.0,571500.0,No,Not suggested
1453602310,2014-12-16,98125,436000.0,303000.0,Yes,290880.0
5101408735,2014-11-03,98125,436000.0,250000.0,Yes,240000.0
8822900115,2014-12-09,98125,436000.0,306000.0,Yes,293760.0
2926049564,2014-09-24,98125,436000.0,360000.0,Yes,345600.0
3992700475,2014-11-11,98125,436000.0,450000.0,No,Not suggested
6411600411,2014-12-09,98125,436000.0,257000.0,Yes,246720.0
3821700038,2014-10-01,98125,436000.0,305000.0,Yes,292800.0
1453601038,2014-10-02,98125,436000.0,292000.0,Yes,280320.0
8820901275,2014-06-10,98125,429950.0,571000.0,No,Not suggested
1133000671,2014-06-02,98125,429950.0,315000.0,Yes,302400.0
9423400140,2014-06-09,98125,429950.0,450000.0,No,Not suggested
6798100662,2014-05-27,98125,429950.0,312000.0,Yes,299520.0
9455200445,2015-03-25,98125,429950.0,601000.0,No,Not suggested
2826049282,2014-06-14,98125,429950.0,530000.0,No,Not suggested
6414100560,2014-06-18,98125,429950.0,475000.0,No,Not suggested
5144000036,2014-05-27,98125,429950.0,360000.0,Yes,345600.0
751000060,2014-05-06,98125,429950.0,353000.0,Yes,338880.0
1453600202,2014-05-20,98125,429950.0,520000.0,No,Not suggested
6381500505,2015-04-02,98125,429950.0,400000.0,Yes,384000.0
6798100070,2015-05-11,98125,429950.0,467000.0,No,Not suggested
4427100105,2015-04-28,98125,429950.0,398000.0,Yes,382080.0
8902000267,2015-04-02,98125,429950.0,500000.0,No,Not suggested
6413100270,2015-03-31,98125,429950.0,490000.0,No,Not suggested
5101406441,2015-04-16,98125,429950.0,490000.0,No,Not suggested
1454100267,2015-04-17,98125,429950.0,430000.0,No,Not suggested
1454600038,2015-03-23,98125,429950.0,985000.0,No,Not suggested
5418200245,2015-03-30,98125,429950.0,781000.0,No,Not suggested
6161000015,2014-05-15,98125,429950.0,349950.0,Yes,335952.0
2026049125,2015-05-01,98125,429950.0,310000.0,Yes,297600.0
5101406489,2015-05-01,98125,429950.0,432000.0,No,Not suggested
5101407370,2015-04-22,98125,429950.0,458000.0,No,Not suggested
1787600252,2015-05-05,98125,429950.0,282000.0,Yes,270720.0
2926049449,2014-06-18,98125,429950.0,384400.0,Yes,369024.0
8902000068,2014-05-15,98125,429950.0,430000.0,No,Not suggested
3226049184,2015-03-27,98125,429950.0,325000.0,Yes,312000.0
6414100721,2015-04-16,98125,429950.0,407500.0,Yes,391200.0
7663700551,2015-04-07,98125,429950.0,336000.0,Yes,322560.0
4078300050,2015-05-04,98125,429950.0,780000.0,No,Not suggested
6381500635,2014-05-16,98125,429950.0,342000.0,Yes,328320.0
6632300161,2015-04-28,98125,429950.0,422000.0,Yes,405120.0
1453602360,2015-04-06,98125,429950.0,1000000.0,No,Not suggested
3935900005,2015-05-01,98125,429950.0,1039000.0,No,Not suggested
1566100010,2015-04-14,98125,429950.0,470000.0,No,Not suggested
1133000050,2015-04-20,98125,429950.0,362000.0,Yes,347520.0
4354700010,2015-04-21,98125,429950.0,482500.0,No,Not suggested
7156200005,2015-04-02,98125,429950.0,575000.0,No,Not suggested
4427100025,2014-05-09,98125,429950.0,270000.0,Yes,259200.0
4077800026,2014-05-30,98125,429950.0,715000.0,No,Not suggested
8820901415,2014-05-29,98125,429950.0,400000.0,Yes,384000.0
2568300266,2014-05-30,98125,429950.0,659000.0,No,Not suggested
3448000410,2014-05-13,98125,429950.0,354901.0,Yes,340704.95999999996
5101405331,2014-05-02,98125,429950.0,495000.0,No,Not suggested
9455200205,2014-06-04,98125,429950.0,525000.0,No,Not suggested
3935900093,2015-04-27,98125,429950.0,688000.0,No,Not suggested
2044500201,2014-06-09,98125,429950.0,435000.0,No,Not suggested
9324800650,2015-04-27,98125,429950.0,587450.0,No,Not suggested
2744600040,2014-06-14,98125,429950.0,330000.0,Yes,316800.0
8820903080,2015-05-08,98125,429950.0,455000.0,No,Not suggested
6415100410,2014-06-09,98125,429950.0,440000.0,No,Not suggested
4077800518,2014-06-11,98125,429950.0,371000.0,Yes,356160.0
6381500035,2014-05-08,98125,429950.0,385000.0,Yes,369600.0
6632300040,2015-04-25,98125,429950.0,327000.0,Yes,313920.0
6413100311,2014-06-03,98125,429950.0,390000.0,Yes,374400.0
2126049083,2015-05-08,98125,429950.0,324500.0,Yes,311520.0
7663700783,2014-06-13,98125,429950.0,369500.0,Yes,354720.0
1133000036,2015-04-21,98125,429950.0,410000.0,Yes,393600.0
6413600192,2015-04-27,98125,429950.0,325000.0,Yes,312000.0
3226049045,2015-04-30,98125,429950.0,350000.0,Yes,336000.0
6411600370,2014-05-15,98125,429950.0,475000.0,No,Not suggested
